Sno,Title,Bed,Bath,Price,Parking,Central Heating,Washing Machine,Dryer,Dishwasher,Internet,Garden / Patio / Balcony,Microwave,Gym,Pets Allowed
973,"Apartment 51, The Stockyard, The Steelworks, Dublin 1",2 Bed,1 Bath,"€1,884 per month",1,0,1,0,0,0,0,0,0,0
974,"84 Dargle Wood, Dublin 16, Knocklyon, Dublin 16",1 Bed,2 Bath,"€1,683 per month",1,1,1,1,0,1,1,1,0,0
975,"Apartment 9, The Old Schoolhouse, Milltown Avenue, Mount Saint Annes, Milltown, Dublin 6",1 Bed,1 Bath,"€2,132 per month",1,1,1,1,1,1,0,1,0,0
976,"Apartment 11, Rochfort House, Dean Court, Dublin 8",1 Bed,1 Bath,"€1,850 per month",0,1,1,0,0,1,0,1,0,0
977,"2 Riverside Walk, Clonskeagh Road, Milltown, Dublin 6",1 Bed,1 Bath,"€1,828 per month",0,1,1,1,0,1,1,1,0,0
978,"Orby View, The Gallops, Sandyford, Dublin 18",4 Bed,3 Bath,"€3,900 per month",1,0,0,0,0,0,1,0,0,0
979,"Landore, Orwell Road, Rathgar, Dublin 6",4 Bed,2 Bath,"€3,300 per month",1,1,1,1,1,1,1,1,0,0
980,"Farm Lodge, Scholarstown Road, Rathfarnham, Dublin 14",3 Bed,3 Bath,"€3,250 per month",1,1,1,1,1,1,1,1,0,0
981,"Farm Lodge, Scholarstown Road, Rathfarnham, Dublin 14",3 Bed,3 Bath,"€3,250 per month",1,1,1,1,1,1,1,1,0,0
982,"The Court, Station Road, Killiney, Co. Dublin",2 Bed,2 Bath,"€4,000 per month",1,1,1,1,1,1,1,1,0,0
983,"The Grange, Stillorgan, Co. Dublin",2 Bed,2 Bath,"€2,800 per month",1,1,1,1,1,0,0,1,0,0
984,"Clarinda Park, Dun Laoghaire, Co. Dublin",6 Bed,5 Bath,"€7,500 per month",1,1,1,1,1,1,1,1,0,1
985,"1 Mulranny Road, Newport, Westport, Newport, Co. Mayo",3 Bed,1 Bath,"€1,500 per month",1,1,1,1,1,0,1,1,0,0
986,"70 Pearse Street, Dublin 2, Dublin 2",2 Bed,1 Bath,"€3,250 per month",0,0,0,0,0,0,0,0,0,0
987,"11 The Strand, North Strand Road, North Strand, Dublin 3",2 Bed,2 Bath,"€2,400 per month",1,1,1,1,1,0,1,0,0,0
988,"Apartment 3, 33 Northumberland Place, Dublin 4, Grand Canal Dock, Dublin 4",2 Bed,2 Bath,"€2,700 per month",1,0,0,0,0,0,0,0,0,0
989,"17 Meadow Grove, Churchtown, Dublin 14",3 Bed,1 Bath,"€2,900 per month",1,0,1,1,0,0,1,0,0,1
990,"Chaplain'S Row,Neilstown Road,Dublin 22, Ronanstown, Co. Dublin",1 Bed,1 Bath,"€1,550 per month",1,1,1,1,0,1,1,0,0,0
991,"Apartment 14, Cois Chláir, Claregalway, Co. Galway",3 Bed,2 Bath,"€2,500 per month",0,0,0,0,0,0,0,0,0,0
992,"Maree, Oranmore, Co. Galway",1 Bed,1 Bath,"€1,200 per month",0,0,0,0,0,0,0,0,0,0
993,"Aphouleen, Clarinbridge, Co. Galway",3 Bed,2 Bath,"€2,600 per month",0,0,0,0,0,0,0,0,0,0
994,"2 Fownes Street Upper, Dublin 2",1 Bed,1 Bath,"€1,896 per month",0,1,1,1,0,0,1,1,0,0
995,"Salthill Apartments, Seapoint Avenue, Monkstown, Co. Dublin",2 Bed,2 Bath,"€2,287 per month",1,1,1,0,1,0,1,1,0,0
996,"16 Aungier Street, Dublin 2",1 Bed,1 Bath,"€1,933 per month",0,1,1,0,1,1,0,0,0,0
997,"Apartment 9, House 11, Linden Square, Grove Avenue, Stillorgan, Co. Dublin",2 Bed,2 Bath,"€2,787 per month",1,1,1,1,0,0,1,0,0,0
998,"Banking Hall, 20 Main Street, Athboy, Co. Meath",2 Bed,2 Bath,"€1,750 per month",1,1,1,0,0,1,1,1,0,0
999,"The Blake, Ballsbridge, Dublin 4",2 Bed,2 Bath,"€6,438 per month",1,1,1,1,1,0,0,1,0,1
1000,"Apartment 1, 80b Thomas Street, Christchurch, Dublin 8",1 Bed,1 Bath,"€1,838 per month",0,1,1,1,0,0,0,1,0,0
1001,"Apartment 8, Merrion Square Manor, Dublin 2",1 Bed,1 Bath,"€2,123 per month",0,1,1,1,1,0,0,1,0,0
1002,"Ailesbury Oaks, Ballsbridge, Dublin 4",2 Bed,2 Bath,"€2,830 per month",1,1,1,1,1,0,1,1,0,0
1003,"58 Villa Park Road, Navan Road, Dublin 7",4 Bed,2 Bath,"€3,800 per month",1,0,1,0,1,0,1,1,0,0
1004,"16 Aungier Street, Dublin 2",1 Bed,1 Bath,"€1,933 per month",0,1,1,0,1,1,0,0,0,0
1005,"2 Fownes Street Upper, Dublin 2",1 Bed,1 Bath,"€1,896 per month",0,1,1,1,0,0,1,1,0,0
1006,"The Diamond, Monaghan, Co. Monaghan",1 Bed,1 Bath,"€1,100 per month",0,1,1,1,0,1,1,1,0,0
1007,"Apt 3, 10 Sydenham Road, Ballsbridge, Ballsbridge, Dublin 4",1 Bed,1 Bath,"€2,140 per month",0,1,1,1,0,0,0,1,0,0
1008,"29 Wyattville Close, Loughlinstown, Co. Dublin",4 Bed,2 Bath,"€3,750 per month",1,1,1,0,1,0,1,1,0,0
1009,"4 Marino Mart, Fairview, Dublin 3",2 Bed,1 Bath,"€2,475 per month",0,0,0,0,0,0,0,0,0,0
1010,"Florenceville Drive, Belfast BT7 3GY, Ormeau, Co. Down",2 Bed,1 Bath,"£950 (€1,107) per month",1,1,1,0,0,0,1,0,0,0
1011,"Tymon Crescent, Dublin 24, Oldbawn, Dublin 24",N/A,N/A,"€1,200 per month",1,1,1,0,1,1,0,1,0,0
1012,"Hawthorn Hill, Newtown Cunningham, Co. Donegal",3 Bed,2 Bath,"€1,250 per month",0,0,0,0,0,0,0,0,0,0
1013,"Aghaveagh, Ballybofey, Co. Donegal",5 Bed,2 Bath,"€1,700 per month",0,0,0,0,0,0,0,0,0,0
1014,"Oliver Plunkett Road 2-Bedroom Apartment, Letterkenny, Co. Donegal",2 Bed,1 Bath,"€1,350 per month",0,0,0,0,0,0,0,0,0,0
1015,"Donnybrook Gardens, Donnybrook Gardens, Donnybrook, Dublin 4",3 Bed,2 Bath,"€8,995 per month",0,0,0,0,0,0,0,0,0,0
1016,"Sea View Embassy House, Dublin 1",6 Bed,6 Bath,"€15,995 per month",0,0,0,0,0,0,0,0,0,0
1017,"Beechwood Kenmare, 4 Beechwood, Kenmare, Co. Kerry",4 Bed,3 Bath,"€3,750 per month",0,0,0,0,0,0,0,0,0,0
1018,"The Mews House, Tivoli Terrace Dun Laoghaire, Dun Laoghaire, Co. Dublin",1 Bed,1 Bath,"€1,895 per month",0,0,0,0,0,0,0,0,0,0
1019,2 Morehampton Terrace,3 Bed,2 Bath,"€5,500 per month",0,0,0,0,0,0,0,0,0,0
1020,"74 The Maples, Bird Avenue",2 Bed,1 Bath,"€2,500 per month",1,0,0,0,0,0,1,1,0,0
1021,"Eden, Knock, Claremorris, Knock, Co. Mayo",4 Bed,2 Bath,"€1,500 per month",0,1,0,0,0,0,0,0,0,0
1022,"65 Morehampton Square, Donnybrook, Dublin 4",2 Bed,1 Bath,"€3,000 per month",0,0,1,0,1,0,1,1,0,0
1023,"Gleann Rua, Renmore, Co. Galway",5 Bed,3 Bath,"€2,950 per month",1,1,1,1,0,1,1,1,0,0
1024,"10 beechwood court, oldbundoran Road, Sligo, Co. Sligo",4 Bed,3 Bath,"€2,100 per month",1,1,1,1,1,0,0,1,0,0
1025,"Apartment 16, Old City Music Hall, Copper Alley, D, Christchurch, Dublin 8",3 Bed,1 Bath,"€3,300 per month",0,1,1,1,1,0,0,1,0,0
1026,"Mortyclogh, Burrin, Aughinish, Co. Clare",3 Bed,1 Bath,"€2,200 per month",1,1,1,1,1,1,1,1,0,0
1027,"Jolly Mariner , Athlone, Co. Westmeath",2 Bed,2 Bath,"€1,850 per month",1,1,1,0,1,0,1,1,0,0
1028,"Hazelwood, Gorey, Co. Wexford",4 Bed,2 Bath,"€2,250 per month",1,1,1,1,1,0,1,1,0,0
1029,"Bray, Co. Wicklow, Bray, Co. Wicklow",1 Bed,1 Bath,"€1,150 per month",1,1,1,0,0,1,0,1,0,0
1030,"Ballyanne, New Ross, Co. Wexford",1 Bed,1 Bath,€950 per month,1,1,1,0,0,1,1,0,0,0
1031,"44 Merton Drive Ranelagh, Ranelagh, Dublin 6",N/A,N/A,"€1,300 per month",1,1,1,1,0,1,0,1,0,0
1032,"1 Croisín Beag, Ballinderreen, Galway, Owenbristy, Co. Galway",N/A,N/A,€290 per week,1,1,1,0,0,1,0,1,0,0
1033,"18 Oldbridge View, Lucan, Co. Dublin",3 Bed,3 Bath,"€2,300 per month",1,1,1,0,1,0,1,0,0,0
1034,"Apartment 18 , The Clayton, The Gasworks, South Lo, Grand Canal Dock, Dublin 4",1 Bed,1 Bath,"€2,199 per month",1,1,1,1,1,0,0,1,0,1
1035,"Oak Rise, Royal Oak, Dublin 9",N/A,N/A,"€1,000 per month",0,0,1,0,0,0,0,0,0,0
1036,"Oak Rise, Royal Oak, Santry, Dublin 9",3 Bed,2 Bath,"€3,200 per month",1,1,1,0,1,0,1,1,0,0
1037,"4 Ashton Lodge, Boreenmanna Road, Ballinlough, Co. Cork",3 Bed,2 Bath,"€2,500 per month",1,1,1,0,0,0,1,0,0,0
1038,"Long Meadows, Islandbridge, Dublin 8",2 Bed,2 Bath,"€2,450 per month",1,0,1,0,0,0,1,0,0,0
1039,"Corrandulla, Co. Galway, Corrandulla, Co. Galway",1 Bed,1 Bath,"€1,165 per month",1,1,1,1,1,0,1,1,0,0
1040,"Donnybrook Gardens, Greenfield Park, Donnybrook, Dublin 4",2 Bed,2 Bath,"€3,881 per month",1,1,1,1,1,0,1,1,0,0
1041,"3 De Vesci Terrace, Dun Laoghaire, Monkstown, Co. Dublin",1 Bed,2 Bath,"€2,800 per month",1,1,1,1,1,1,0,1,0,0
1042,"South Circular Road, Dublin 8, South Circular Road, Dublin 8",1 Bed,1 Bath,"€1,650 per month",0,1,1,0,0,1,0,1,0,0
1043,"Gleann Tain Manor, Letterkenny, Co. Donegal",2 Bed,1 Bath,"€1,250 per month",1,1,1,1,1,0,1,1,0,0
1044,"153 The Laurels, Tullow Road, Carlow Town, Co. Carlow",3 Bed,1 Bath,"€1,600 per month",1,1,1,0,0,0,1,0,0,0
1045,"Apartment 213, Kilmainham Square, Kilmainham, Dublin 8",2 Bed,2 Bath,"€2,750 per month",1,1,1,1,1,1,1,1,0,0
1046,"Valeview Gardens, Finglas, Dublin 11",N/A,N/A,€300 per week,0,0,1,0,0,0,0,0,0,0
1047,"Pavilion Gate, Dublin 18, Foxrock, Dublin 18",6 Bed,4 Bath,"€6,250 per month",1,1,1,1,1,1,1,1,0,1
1048,"9 Marine Cove, Foynes, Foynes, Co. Limerick",4 Bed,1 Bath,"€2,400 per month",1,0,0,0,0,0,1,0,0,0
1049,"48 Howth Lodge, Luxury Gr.Fl. Apartment, Howth, Co. Dublin",2 Bed,2 Bath,"€2,790 per month",1,1,1,1,1,1,1,1,0,0
1050,"Cappanageeragh, Tullamore, Co. Offaly",N/A,N/A,€200 per week,0,0,1,0,0,0,0,0,0,0
1051,"82 Meath Street, Dublin 8, The Coombe, Dublin 8",2 Bed,1 Bath,"€2,650 per month",0,1,1,1,1,0,0,0,0,0
1052,"Mansfieldstown, Castlebellingham, Co. Louth",1 Bed,1 Bath,€900 per month,1,1,0,0,0,0,1,1,0,0
1053,"Pollerton Road,Carlow, Pollerton, Co. Carlow",1 Bed,1 Bath,"€1,280 per month",1,1,1,0,0,0,0,1,0,0
1054,"Castlebrook Green,Castlebrook Manor,Castletroy,Limerick, Castletroy, Co. Limerick",3 Bed,3 Bath,"€2,750 per month",1,1,1,1,1,0,1,1,0,0
1055,"The Front Gate Lodge, Shankill Castle, Paulstown, Co. Kilkenny",2 Bed,1 Bath,"€1,050 per month",1,1,1,0,1,0,1,0,0,0
1056,"71 Amiens Street, North Strand, Dublin 3",2 Bed,1 Bath,"€2,500 per month",0,1,1,1,1,0,0,1,0,0
1057,"Summercove, Kinsale, Summercove, Co. Cork",3 Bed,2 Bath,"€2,500 per month",0,1,1,1,1,1,1,1,0,0
1058,"Ballinveala, Crecora, Patrickswell, Patrickswell, Co. Limerick",4 Bed,4 Bath,"€4,000 per month",1,1,1,1,1,1,1,1,0,0
1059,"3 Brookvale Road, Dublin 4, Donnybrook, Dublin 4",2 Bed,1 Bath,"€3,000 per month",1,1,1,1,1,1,1,0,0,0
1060,"Kilbrean Beg, Kilcummin, Killarney, Co. Kerry",3 Bed,2 Bath,"€2,000 per month",0,0,0,0,0,0,0,0,0,0
1061,"Ashfort, Golf Links Road, Castletroy, Co. Limerick",3 Bed,3 Bath,"€2,121 per month",1,1,1,1,1,0,1,1,0,0
1062,"76 The Green, Thornberry, Letterkenny, Co. Donegal",3 Bed,3 Bath,"€1,350 per month",0,1,1,0,1,0,0,0,0,0
1063,"Castle Farm, Naas, Co. Kildare",3 Bed,3 Bath,"€2,185 per month",1,0,0,0,0,0,0,0,0,0
1064,"Clonmoyle, Coachford, Ballincollig, Co. Cork",N/A,N/A,"€1,300 per month",0,0,0,0,0,0,0,0,0,0
1065,"Kelly's Bay Promenade, Skerries, Skerries, Co. Dublin",4 Bed,3 Bath,"€2,750 per month",1,1,0,0,0,0,1,0,0,0
1066,"Apartment 1 , Block 1, Koula Rooms, Abbey Road, Mo, Kill O' The Grange, Co. Dublin",3 Bed,3 Bath,€200 per week,1,1,1,1,1,1,1,1,0,0
1067,"Kerinstown, Killucan, Mullingar, Killucan, Co. Westmeath",2 Bed,2 Bath,"€2,000 per month",1,1,1,1,1,1,1,1,0,1
1068,"Shankill Dublin 18, Shankill, Dublin 18",1 Bed,1 Bath,"€2,500 per month",1,1,1,0,1,0,1,1,0,0
1069,"Wellington Road, Dublin 4 Garden Apartment, Ballsbridge, Dublin 4",1 Bed,1 Bath,"€2,977 per month",1,1,1,1,1,0,1,1,0,0
1070,"Herbert Park Lane, Ballsbridge, Dublin 4",2 Bed,2 Bath,"€2,800 per month",1,1,1,1,1,0,1,1,0,0
1071,"Herbert Park Lane, Ballsbridge, Dublin 4",2 Bed,2 Bath,"€5,200 per month",1,1,1,1,1,0,1,1,0,0
1072,"Bushy Park House, Templeogue Road, Terenure, Dublin 6W",2 Bed,2 Bath,"€2,360 per month",1,1,1,1,1,1,1,1,0,0
1073,"Town Centre, Dundalk, Co. Louth",8 Bed,3 Bath,€595 per month,0,1,0,0,0,1,0,1,0,0
1074,"Apartment 5, 26/28 Lower John Street, Wexford Town, Co. Wexford",2 Bed,1 Bath,"€1,100 per month",1,1,0,0,1,0,0,0,0,0
1075,"Desmond street, Dublin 8",2 Bed,2 Bath,"€1,853 per month",0,1,1,0,0,0,1,1,0,0
1076,"Barrack Street, Cork City Centre",5 Bed,3 Bath,"€4,250 per month",0,0,1,1,0,1,1,1,0,0
1077,"Connaught Avenue, Cork City Centre",8 Bed,3 Bath,"€2,800 per month",1,1,1,1,0,1,1,1,0,0
1078,"Apartment 18, Glenmont, Silversprings, Silversprings, Co. Cork",2 Bed,2 Bath,"€2,350 per month",1,1,1,0,1,0,1,1,0,0
1079,"Del Aguila Place, Kinsale, Co. Cork",2 Bed,2 Bath,"€2,200 per month",0,1,1,1,1,0,1,1,0,0
1080,"Doyle Road, Turners Cross, Turners Cross, Co. Cork",3 Bed,1 Bath,"€2,700 per month",1,1,1,0,0,0,1,1,0,0
1081,"54 Cluain Ard, Blarney, Co. Cork",3 Bed,3 Bath,"€2,585 per month",1,1,1,1,1,0,1,1,0,0
1082,"Knockroe, Baltinglass, Knocknacree, Co. Kildare",1 Bed,1 Bath,"€1,000 per month",1,1,0,0,0,1,1,1,0,0
1083,"20 Highfield Road, Rathgar, Dublin 6",1 Bed,1 Bath,"€2,100 per month",1,1,1,0,0,0,1,0,0,0
1084,"50 Woodlands, Courtown, Riverchapel, Co. Wexford",4 Bed,1 Bath,"€1,735 per month",0,0,0,0,0,0,0,0,0,0
1085,"Rustyduff Lower, Knockanarrigan, Donard, Co. Wicklow",1 Bed,1 Bath,"€1,000 per month",1,1,0,0,0,0,0,0,0,0
1086,"Riverside Park,Clonmany,Lifford,Co. Donegal, Clonmany, Co. Donegal",3 Bed,2 Bath,€850 per month,1,1,1,0,1,0,1,1,0,0
1087,"St. Patrick's Close, Dublin 2",1 Bed,1 Bath,"€2,100 per month",0,1,1,1,0,1,0,1,0,0
1088,"Apartment 58, Tibradden, The Crescent, Knocklyon, Dublin 16",2 Bed,2 Bath,"€2,326 per month",1,1,1,1,1,1,1,1,0,1
1089,"34 The Meadows, Ballymoney, Ballymoney, Co. Wexford",3 Bed,2 Bath,"€2,000 per month",1,1,1,1,1,0,1,1,0,0
1090,"Apartment 3, 55 Rathmines Road Upper, Rathmines, Dublin 6",1 Bed,1 Bath,"€1,850 per month",0,0,1,1,0,0,0,1,0,0
1091,"Apartment 5 , 88 Grove Park, Rathmines, Dublin 6",N/A,N/A,"€1,369 per month",0,0,1,1,0,0,0,1,0,0
1092,"Apartment 1, 20 Richmond Street North, Dublin 1",2 Bed,1 Bath,"€1,865 per month",0,1,1,1,0,0,0,1,0,0
1093,"Ardilaun Court, Dublin 2",2 Bed,2 Bath,"€2,600 per month",0,1,0,0,0,0,0,1,0,0
1094,"Duplex Apartment Dun Na Carraige, Blackrock, Salthill, Co. Galway",3 Bed,2 Bath,"€3,500 per month",1,1,1,0,1,0,1,1,0,0
1095,"REDUCTION - Marsham Court,Stillorgan,Blackrock,Co. Dublin, Kilmacud, Co. Dublin",3 Bed,1 Bath,€725 per week,1,1,1,1,1,0,1,1,0,0
1096,"Phibsborough Road, Phibsborough, Dublin 7",1 Bed,1 Bath,"€1,500 per month",1,1,1,1,0,1,0,1,0,0
1097,"14 Sandyview Drive, Riverside (Six month lease only), Tuam Road, Co. Galway",4 Bed,4 Bath,"€2,661 per month",1,1,1,0,1,0,1,1,0,0
1098,"Fairview Strand, Fairview, Dublin 3",1 Bed,1 Bath,"€1,200 per month",0,1,1,0,0,0,0,0,0,0
1099,"34 The Meadows, Ballymoney, Ballymoney, Co. Wexford",3 Bed,2 Bath,"€2,000 per month",1,1,1,1,1,0,1,1,0,0
1100,"Palmerstown Oranmore , Oranmore, Co. Galway",1 Bed,1 Bath,"€1,000 per month",1,0,1,0,0,0,0,1,0,0
1101,"Compass building, Seabourne View, Greystones, Co. Wicklow",2 Bed,2 Bath,"€1,875 per month",1,1,1,0,1,1,1,0,0,0
1102,"Apartment Cuirt Seoige , Headford Road, Co. Galway",2 Bed,2 Bath,"€1,900 per month",0,1,1,1,1,0,0,1,0,0
1103,"Cullenswood House, Northbrook Avenue, Ranelagh, Dublin 6",2 Bed,1 Bath,"€2,800 per month",1,0,1,0,0,0,1,1,0,0
1104,"18 Fortunes Lawn, Citywest, Citywest, Co. Dublin",2 Bed,2 Bath,"€2,025 per month",1,1,1,1,1,0,1,1,0,0
1105,"Castlemanor Ballymakenny rd Drogheda Co. Louth, Townley Hall, Co. Louth",3 Bed,3 Bath,"€2,350 per month",0,1,1,1,0,0,1,0,0,0
1106,"School Road, Carnmore, Clennascaul, Co. Galway",4 Bed,1 Bath,"€2,800 per month",0,0,0,0,0,0,0,0,0,0
1107,"Apartment 65, Plunkett Hall, Clongriffin, Dublin 13",3 Bed,2 Bath,"€2,802 per month",1,1,1,1,1,0,1,1,0,1
1108,"Apartment 314 , Richmond Court, Mount Kennett Place, Limerick City Centre",2 Bed,1 Bath,"€1,150 per month",0,0,0,0,0,0,0,0,0,0
1109,"20 Broad Street, Limerick, Limerick City Centre",3 Bed,3 Bath,"€2,120 per month",0,0,0,0,0,0,0,0,0,0
1110,"Ashdown Student Village, Ashbourne Avenue, South Circular Road, Co. Limerick",2 Bed,1 Bath,"€1,500 per month",1,1,0,0,0,0,1,1,0,0
1111,"Coolick, Kilcummin , Killarney, Co. Kerry",4 Bed,2 Bath,€420 per week,1,1,1,1,1,0,1,1,0,0
1112,"Willow House, Mespil Estate, Ballsbridge, Dublin 4",1 Bed,1 Bath,"€1,900 per month",1,1,1,1,1,0,0,1,0,0
1113,"Apartment 17, Orwell Court, Braemor Road, Churchtown, Dublin 14",2 Bed,2 Bath,"€2,950 per month",1,1,0,0,0,0,1,1,0,0
1114,"Kill Cottage, Main Street, Kill, Naas, Kill, Co. Kildare",1 Bed,1 Bath,€880 per week,1,1,1,0,0,1,1,1,0,0
1115,"Apartment 5, 55 Mountjoy Street, Dublin 7 , Phibsborough, Dublin 7",2 Bed,1 Bath,"€2,600 per month",0,0,1,1,0,0,0,1,0,0
1116,"Apartment 20, Village Court, Rathfarnham, Dublin 14",2 Bed,2 Bath,"€2,500 per month",1,1,1,1,1,1,1,1,0,0
1117,"18 Aughamore, Clane, Co. Kildare",4 Bed,4 Bath,"€2,900 per month",1,1,0,1,1,1,1,1,0,0
1118,"South Circular Road, Dublin 8",N/A,N/A,"€1,400 per month",0,0,1,1,0,1,0,1,0,0
1119,"Gortroe, Leap, Co. Cork",N/A,N/A,€900 per month,1,1,0,0,0,1,1,0,0,0
1120,"Apartment 16, Orchard Square, Dublin 14, Clonskeagh, Dublin 14",2 Bed,1 Bath,"€2,200 per month",1,1,1,1,0,1,1,1,0,0
1121,"Ashurst,Mount Merrion Avenue,Blackrock,Co. Dublin, Stillorgan, Co. Dublin",2 Bed,2 Bath,"€2,990 per month",1,1,0,0,1,0,1,1,0,0
1122,"The Cedars, Herbert Park Lane, Donnybrook, Dublin 4",2 Bed,2 Bath,"€3,167 per month",1,1,1,0,0,0,1,0,0,0
1123,"Penthouse, 13 St. Stephen's Green, Dublin 2",2 Bed,1 Bath,"€3,400 per month",0,0,0,0,0,0,0,0,0,0
1124,"Glenbrook Park, Rathfarnham, Dublin 14",4 Bed,2 Bath,"€4,500 per month",1,1,1,0,1,1,1,1,0,0
1125,"Grove Park, Rathmines, Dublin 6",1 Bed,1 Bath,"€1,400 per month",1,0,1,0,0,0,1,1,0,0
1126,"Apartment 19 , Block A, The Bottle Works, Dermot O, Irishtown, Dublin 4",2 Bed,2 Bath,"€2,900 per month",1,1,1,1,1,0,1,1,0,1
1127,"Apartment 3, 55 Mountjoy Street, Dublin 7, Phibsborough, Dublin 7",1 Bed,1 Bath,"€2,100 per month",0,0,1,0,0,0,0,1,0,0
1128,"Apartment 2, 55 Mountjoy Street, Dublin 7, Phibsborough, Dublin 7",N/A,N/A,"€1,800 per month",0,0,1,0,0,0,0,0,0,0
1129,"Bride Street,Loughrea,Co. Galway, Loughrea, Co. Galway",3 Bed,1 Bath,"€1,500 per month",1,1,1,0,0,0,0,0,0,0
1130,"1 Beechwood Close, Clonmel, Co. Tipperary",4 Bed,3 Bath,"€2,000 per month",1,1,1,1,1,0,1,1,0,0
1131,"25 Thorndale, Delgany, Co. Wicklow",4 Bed,4 Bath,"€3,750 per month",1,1,1,1,1,0,1,1,0,0
1132,"Fair Green, Hacketstown, Hacketstown, Co. Carlow",5 Bed,3 Bath,"€1,600 per month",1,1,1,0,0,0,1,0,0,0
1133,"Fourknocks, Clonalvy, Co. Meath",2 Bed,1 Bath,"€1,500 per month",1,1,1,1,1,0,0,1,0,0
1134,"Ardhu Apartments, North Circular Road, Co. Limerick",2 Bed,2 Bath,"€2,650 per month",0,1,1,1,1,0,1,1,0,0
1135,"Reilean, Roscam, Roscam, Co. Galway",3 Bed,3 Bath,"€2,385 per month",1,1,1,1,1,0,1,1,0,0
1136,"Breaffy, Ballina, Breaffy, Co. Mayo",3 Bed,1 Bath,"€1,100 per month",1,1,1,0,0,0,0,1,0,0
1137,"20 Beinn Aoibhinn, Letterkenny, Letterkenny, Co. Donegal",4 Bed,2 Bath,"€1,400 per month",1,1,1,0,0,0,1,1,0,0
1138,"10 Ard Adhamhnáin, Sallaghagraine, Letterkenny, Co. Donegal",1 Bed,1 Bath,"€1,000 per month",1,1,1,0,0,0,0,1,0,0
1139,"Raheny Road, Dublin 5, Raheny, Dublin 5",4 Bed,3 Bath,"€3,500 per month",1,1,1,1,0,0,1,1,0,0
1140,"Hunters Hall, Hunters Place, Firhouse, Dublin 24",3 Bed,2 Bath,"€2,152 per month",0,0,0,0,0,0,0,0,0,0
1141,"Barnwell Road, Dublin 15, Ongar, Dublin 15",3 Bed,2 Bath,"€3,000 per month",0,0,0,0,0,0,0,0,0,0
1142,"14 Fortbarrington Drive, Dún Brinn, Athy, Co. Kildare",3 Bed,3 Bath,"€2,000 per month",0,0,0,0,0,0,0,0,0,0
1143,"Anglesea Road, Dublin 4, Donnybrook, Dublin 4",1 Bed,1 Bath,"€2,300 per month",0,1,1,1,1,1,0,1,0,0
1144,"71 Home Villas, Dublin 4, Donnybrook, Dublin 4",2 Bed,2 Bath,"€3,000 per month",1,1,1,1,1,1,1,1,0,0
1145,"Luxury Retreat in Killiney, Killiney, Co. Dublin",5 Bed,5 Bath,"€17,500 per week",0,0,0,0,0,0,0,0,0,0
1146,"4 Blackberry Hill, Carrickmines, Dublin 18",5 Bed,3 Bath,"€4,500 per month",1,0,0,0,0,0,1,0,0,0
1147,"72 Cowper Road, Dublin 6, Rathgar, Dublin 6",5 Bed,3 Bath,"€8,000 per month",1,1,1,0,1,0,1,1,0,0
1148,"7A Pine Copse Road, Dundrum, Dundrum, Dublin 16",4 Bed,3 Bath,"€4,500 per month",0,0,0,0,0,0,0,0,0,0
1149,"Rathmines House, *** ALL BILLS INCLUDED ***, Dublin 6",N/A,N/A,"€2,125 per month",0,1,1,1,0,1,0,1,0,0
1150,"Flat 1 , 55 Richmond Street South, Portobello, Dublin 8",N/A,N/A,"€1,510 per month",0,0,1,1,0,0,0,1,0,0
1151,"Apartment 4, 39 Brighton Square, Rathgar, Rathgar, Dublin 6",1 Bed,1 Bath,"€1,576 per month",0,0,1,1,0,0,0,1,0,0
1152,"Apartment 3, 18 Synge Street, Portobello, Dublin 8",N/A,N/A,"€1,475 per month",0,0,1,1,0,0,0,1,0,0
1153,"Apartment 1, 21 Charleston Road, Ranelagh, Ranelagh, Dublin 6",1 Bed,1 Bath,"€1,382 per month",0,0,1,1,0,0,0,1,0,0
1154,"Apartment 11, 47 Grove Park, Rathmines, Dublin 6",N/A,N/A,"€1,300 per month",0,0,1,1,0,1,0,1,0,0
1155,"Apartment 10, 157 Clonliffe Road, Drumcondra, Dublin 3",1 Bed,1 Bath,"€1,550 per month",0,0,1,1,0,0,0,1,0,0
1156,"Apartment 3 , 63 Beechwood Avenue Lower, Ranelagh, Dublin 6",1 Bed,1 Bath,"€1,995 per month",0,0,1,1,0,0,0,1,0,0
1157,"Apartment 7, 13 Kenilworth Road, Rathmines, Dublin 6",N/A,N/A,"€1,362 per month",0,0,1,1,0,0,0,1,0,0
1158,"4, 25 North Circular Road, North Circular Road, Dublin 7",3 Bed,1 Bath,"€2,999 per month",0,0,1,1,0,0,0,1,0,0
1159,"Apartment 4, 27 North Circular Road, North Circular Road, Dublin 7",3 Bed,1 Bath,"€2,999 per month",0,0,1,1,0,0,0,1,0,0
1160,"Apartment 7, 44 Cabra Park, Phibsborough, Dublin 7",N/A,N/A,"€1,550 per month",0,0,1,1,0,0,0,1,0,0
1161,"Apartment 7, 44 Cabra Park, Phibsborough, Dublin 7",N/A,N/A,"€1,550 per month",0,0,1,1,0,0,0,1,0,0
1162,"Rathmines House, *** ALL BILLS INCLUDED ***, Dublin 6",N/A,N/A,"€1,900 per month",0,1,1,1,0,1,0,1,0,0
1163,"Rathmines House, *** ALL BILLS INCLUDED ***, Rathmines, Dublin 6",N/A,N/A,"€2,025 per month",0,1,0,0,0,1,0,1,0,0
